Rang,Uporabniško ime,Elo,Id,Država,Država številka,Skupaj igre,Skupaj zmage,Skupaj remiji,Skupaj porazi,Naslov,Strela elo,Metek elo,Ime,Priimek,Opazovalci,Datum,Spol,Celina,Obratna vrednost prebivalstva,Leto
550,Stoned_Unicorn,2455,329972423,Greece,56,688,376,50,262,Nima naslova,2322,2073,,,253,2023-12-02,Ni znano,Europe,9.614718980993623e-08,2023
551,Dchess2023nt,2455,308594891,Japan,78,176,108,21,47,Nima naslova,2580,2637,,,235,2023-08-27,Ni znano,Asia,8.106355382619975e-09,2023
552,iamnotIM,2455,2482902,India,69,68,47,4,17,CM,2500,2348,Pawan,Dodeja,2391,2010-01-21,Moški,Asia,7.054713536302145e-10,2010
553,carlsenCamacho,2455,20967176,Dominican Republic,43,41,26,4,11,FM,2431,2210,David,Camacho,1104,2015-02-06,Moški,North America,9.283754617739547e-08,2015
554,EMartin2013,2454,67277246,Russia,116,1107,652,80,375,Nima naslova,2510,2128,,,73,2019-10-29,Ni znano,Asia,6.847986512205766e-09,2019
555,JNitz,2454,6557253,United States,2,788,434,92,262,NM,2502,2233,James,Nitz,4480,2012-01-25,Moški,North America,2.9402166800915e-09,2012
556,HatsuzukiMeiso,2454,44857292,India,69,2220,1222,146,852,CM,2773,2420,Vandan Alankar,Sawai,4548,2018-03-31,Ni znano,Asia,7.054713536302145e-10,2018
557,danhtung1234,2454,374242697,Vietnam,149,524,239,55,230,Nima naslova,2071,1766,,,100,2024-07-08,Ni znano,Asia,9.867401853887461e-09,2024
558,InteligentMammoth,2454,258663211,United States,2,588,326,41,221,Nima naslova,2362,2418,,,204,2023-03-08,Ni znano,North America,2.9402166800915e-09,2023
559,ezik_birisi,2454,194054373,Türkiye,138,444,269,30,145,Nima naslova,2408,2071,,,109,2022-08-20,Ni znano,Asia,1.1673386490511218e-08,2022
560,t_tom21,2454,19289572,Hungary,67,599,335,58,206,Nima naslova,2436,2278,Tamás,Tóth,124,2014-10-13,Moški,Europe,1.0482727505062633e-07,2014
561,DakaMtzz,2454,177479939,Mexico,95,625,391,46,188,Nima naslova,2659,2704,Miserum,,1509,2022-03-21,Ni znano,North America,7.667703565107974e-09,2022
562,Petr_Valerievich,2454,173103007,Ukraine,141,338,205,40,93,FM,2543,2470,Петр,Поповкин,1570,2022-02-13,Ni znano,Europe,3.0430284218854606e-08,2022
563,UnhappyDefender,2454,147626589,Austria,18,458,283,28,147,Nima naslova,2505,2402,,,284,2021-07-12,Ni znano,Europe,1.0868465375949455e-07,2021
564,TheSilmarils,2454,118926098,United States,2,33,18,8,7,GM,2814,2906,Giorgi,Margvelashvili,14978,2021-02-06,Moški,North America,2.9402166800915e-09,2021
565,s4875,2453,94035102,Bangladesh,177,1447,923,83,441,Nima naslova,2457,2279,md. tahmid,shadman,646,2020-10-26,Ni znano,Asia,5.888278939738358e-09,2020
566,LeonardoCesarini27,2453,86739328,Brazil,27,858,589,39,230,Nima naslova,2502,2520,Leonardo,Cesarini,6642,2020-07-15,Moški,South America,4.7040284123316105e-09,2020
567,MTChess0207,2453,7577190,Vietnam,149,1108,372,200,536,FM,2446,2542,Minh Tu,Le,6805,2012-05-14,Ženska,Asia,9.867401853887461e-09,2012
568,GarryKasparov1392,2453,341943285,Iran,71,641,317,75,249,Nima naslova,2232,2419,یاسین,1392,665,2024-01-29,Ni znano,Asia,1.1633182489733717e-08,2024
569,GothamChess,2453,33945736,Spain,163,488,407,24,57,IM,2869,2906,Levy,Rozman,2016392,2017-03-13,Ni znano,Europe,2.0277415730152532e-08,2017
570,milou63,2453,15816740,France,52,301,195,24,82,Nima naslova,2327,2307,,,531,2014-01-29,Ni znano,Europe,1.4562824022834507e-08,2014
571,ColorChangingPawn,2453,154485563,United States,2,1899,971,155,773,Nima naslova,2456,2512,,,889,2021-09-13,Ni znano,North America,2.9402166800915e-09,2021
572,Mohammad_Sagor,2452,92039304,Bangladesh,177,491,266,43,182,Nima naslova,2100,1894,Mohammad,Sagor,1076,2020-09-26,Moški,Asia,5.888278939738358e-09,2020
573,Neklan,2452,76902072,Czech Republic,40,1724,1135,235,354,IM,2082,2200,Neklan,Vyskocil,1755,2020-04-16,Ni znano,Europe,9.19381715796127e-08,2020
574,onlyC6,2452,64406052,Japan,78,1631,1061,178,392,Nima naslova,2518,2353,,,3616,2019-08-17,Ni znano,Asia,8.106355382619975e-09,2019
575,BestAlmond,2452,62745306,United States,2,2877,1537,210,1130,Nima naslova,2570,2504,,,1580,2019-06-27,Ni znano,North America,2.9402166800915e-09,2019
576,OnlyKeto,2452,464307874,Libya,261,279,167,23,89,Nima naslova,2329,2282,,,79,2025-07-03,Ni znano,Africa,1.340662287169862e-07,2025
577,Moonwalkercat900,2452,454495092,United States,2,461,262,59,140,Nima naslova,2323,Ne igra metka,,,82,2025-05-26,Ni znano,North America,2.9402166800915e-09,2025
578,reversingaging,2452,449131752,Switzerland,133,105,90,3,12,Nima naslova,2470,2206,Pierre,Sottas,70,2025-05-02,Moški,Europe,1.1028831129184669e-07,2025
579,fischer-random-forever,2452,446480836,Germany,54,159,122,10,27,Nima naslova,2505,2555,,,44,2025-04-21,Ni znano,Europe,1.1964994255606259e-08,2025
580,ikeandfriends,2452,440887953,US Virgin Islands,165,430,268,29,133,Nima naslova,Ne igra strele,Ne igra metka,,,67,2025-03-30,Ni znano,North America,Ni znano,2025
581,Dodji_Tati02,2452,440199423,Serbia,231,94,86,1,7,Nima naslova,2239,1928,,,34,2025-03-27,Ni znano,Europe,1.5225838003478496e-07,2025
582,HelloShow,2452,428203993,France,52,99,81,2,16,Nima naslova,2758,2699,,,62,2025-02-10,Ni znano,Europe,1.4562824022834507e-08,2025
583,Elite_training,2452,419024599,Russia,116,334,226,12,96,Nima naslova,2446,2208,,,290,2025-01-19,Ni znano,Asia,6.847986512205766e-09,2025
584,BigHero2014,2452,380619359,Spain,163,352,177,45,130,Nima naslova,2413,2366,,,1162,2024-08-12,Ni znano,Europe,2.0277415730152532e-08,2024
585,Juliodiaz_2002,2452,340991163,Indonesia,70,102,87,2,13,Nima naslova,2656,2609,Julio,Diaz,661,2024-01-24,Moški,Asia,3.515694987049973e-09,2024
586,mko1402,2452,291930063,Brazil,27,583,373,67,143,Nima naslova,2297,2330,mk,,330,2023-06-07,Ni znano,South America,4.7040284123316105e-09,2023
587,ApofiiS,2452,27436444,Bosnia-Herzegovina,26,293,174,26,93,Nima naslova,2272,2228,DugoKontov,Rezonsky,2368,2016-03-26,Ni znano,Europe,2.922267679719462e-07,2016
588,Ignacio19770312,2452,205864203,Cuba,37,1127,730,62,335,Nima naslova,Ne igra strele,Ne igra metka,,,143,2022-11-11,Ni znano,North America,1.0258507200497497e-07,2022
589,spieler1,2452,1482573,Germany,54,136,89,17,30,Nima naslova,2600,2601,,,1466,2008-08-28,Ni znano,Europe,1.1964994255606259e-08,2008
590,Himanshurchess,2452,13619990,India,69,3032,1380,235,1417,Nima naslova,2659,2516,Himanshu,Ranjan,7056,2013-09-21,Ni znano,Asia,7.054713536302145e-10,2013
591,dziththaulydcc,2452,10527570,Indonesia,70,102,84,8,10,CM,2885,2688,Dziththauly,Ramadhan,2328,2013-01-22,Ni znano,Asia,3.515694987049973e-09,2013
592,FBingoPlayer,2451,77626988,Czech Republic,40,365,233,31,101,Nima naslova,2475,1901,Vladimír,Křivánek,460,2020-04-23,Moški,Europe,9.19381715796127e-08,2020
593,akkz09,2451,6456816,India,69,252,146,15,91,Nima naslova,2297,2065,akshay,_,2197,2012-01-07,Ni znano,Asia,7.054713536302145e-10,2012
594,Hafedh87,2451,55450528,Tunisia,219,24,19,1,4,Nima naslova,1988,Ne igra metka,,,96,2019-01-02,Ni znano,Africa,8.3527053452052e-08,2019
595,sdv_013,2451,44721302,Russia,116,521,295,50,176,FM,2661,2600,Дмитрий,Солонков,806,2018-03-27,Ni znano,Asia,6.847986512205766e-09,2018
596,ReeFx0_1,2451,434936001,Indonesia,70,146,103,17,26,Nima naslova,2589,2512,Ree,Fx,47,2025-03-06,Ni znano,Asia,3.515694987049973e-09,2025
597,RoyalCrown77,2451,39910294,Ukraine,141,291,190,24,77,Nima naslova,2518,2551,,,691,2017-10-30,Ni znano,Europe,3.0430284218854606e-08,2017
598,Ecstasyy1,2451,339324607,India,69,760,497,43,220,Nima naslova,2206,1366,Mr.,Krishn@,125,2024-01-16,Ni znano,Asia,7.054713536302145e-10,2024
599,TovmasianVardges,2451,333245565,Armenia,14,47,38,1,8,IM,2839,2329,Vardges,Tovmasian,103,2023-12-18,Moški,Asia,3.2455941060011037e-07,2023
600,Takibasha,2451,317554607,Japan,78,358,243,22,93,Nima naslova,2527,2660,,,773,2023-10-05,Ni znano,Asia,8.106355382619975e-09,2023
601,BraveBartosz,2451,174111975,Poland,112,4698,2230,363,2105,Nima naslova,2505,2501,,,3169,2022-02-22,Ni znano,Europe,2.6729391639046296e-08,2022
602,Ke3n4n,2450,95515356,North Korea,325,3384,1739,280,1365,Nima naslova,2217,2503,,,1136,2020-11-07,Ni znano,Asia,3.853564547206166e-08,2020
603,Duglet,2450,69175000,Australia,17,4732,3134,384,1214,Nima naslova,2538,2228,,,4297,2019-12-11,Ni znano,Oceania,3.649633304918505e-08,2019
604,JohnMerela,2450,4727851,United Kingdom,164,171,113,11,47,Nima naslova,2528,2346,,,318,2011-02-17,Ni znano,Europe,1.4648750288012741e-08,2011
605,FaZeBrunnen,2450,450216060,Germany,54,225,181,24,20,Nima naslova,Ne igra strele,Ne igra metka,Luki,,67,2025-05-07,Ni znano,Europe,1.1964994255606259e-08,2025
606,Scopion2017,2450,40874754,Colombia,34,19657,10599,1127,7931,Nima naslova,2022,Ne igra metka,Orlando,Sepulveda,2567,2017-11-30,Moški,South America,1.897678971621957e-08,2017
607,Quokkazilla,2450,346900545,United States,2,259,150,24,85,Nima naslova,2629,Ne igra metka,,,39,2024-02-22,Ni znano,North America,2.9402166800915e-09,2024
608,rvngsxn,2450,308483317,Philippines,111,651,365,55,231,Nima naslova,2037,1705,Gerald,Manalo,440,2023-08-26,Moški,Asia,8.762429506254623e-09,2023
609,AnneSophieWillems,2450,1899689,France,52,255,125,46,84,Nima naslova,2448,2821,Anne-Sophie,WILLEMS,1950,2009-05-01,Ni znano,Europe,1.4562824022834507e-08,2009
610,Bachytzhan,2450,149610287,Kazakhstan,81,182,99,15,68,Nima naslova,2613,2503,,,224,2021-07-30,Ni znano,Asia,4.904891456959258e-08,2021
611,ss2-18,2450,144550519,United States,2,2413,1203,267,943,Nima naslova,2608,2423,,,340,2021-06-14,Ni znano,North America,2.9402166800915e-09,2021
612,tinnakrit,2449,7558740,Thailand,135,345,202,41,102,FM,2675,2500,Tinnakrit,Arunnuntapanich,3186,2012-05-12,Ni znano,Asia,1.5181277355712966e-08,2012
613,GelarSagaraDwitama,2449,47939196,Indonesia,70,71,54,7,10,Nima naslova,2685,2611,GSD,96,170,2018-07-17,Ni znano,Asia,3.515694987049973e-09,2018
614,DrSupreme_Squadron,2449,412309945,International,225,114,72,18,24,Nima naslova,2704,2870,Dr. Victor,von Doom,477,2024-12-24,Ni znano,Ni podatka,Ni znano,2024
615,NGe_57,2449,40435450,Russia,116,564,298,105,161,Nima naslova,2235,1760,,,118,2017-11-16,Ni znano,Asia,6.847986512205766e-09,2017
616,Shiko-Haku,2449,374919321,Japan,78,415,212,56,147,Nima naslova,2504,2457,,,112,2024-07-12,Ni znano,Asia,8.106355382619975e-09,2024
617,politeplayer,2449,33004054,Denmark,41,1381,611,172,598,FM,2420,2042,Jesper,Lauridsen,3435,2017-02-07,Moški,Europe,1.6659947154647626e-07,2017
618,Marioti1993,2449,165485015,Bulgaria,28,3239,1823,438,978,Nima naslova,2391,2245,,,1316,2021-12-19,Ni znano,Europe,1.5534318416245168e-07,2021
619,kodigo_ar,2448,85896904,Argentina,4,253,124,36,93,Nima naslova,2628,2436,,,405,2020-07-06,Ni znano,South America,2.1246019106842426e-08,2020
620,gouthamramesh,2448,59605162,India,69,3368,1262,303,1803,Nima naslova,2180,2066,Goutham,Ramesh,1293,2019-04-09,Ni znano,Asia,7.054713536302145e-10,2019
621,tahakhan20181,2448,453575394,Pakistan,106,215,152,13,50,Nima naslova,2012,747,Taha,khan,91,2025-05-22,Moški,Asia,4.140796505644769e-09,2025
622,GaryKasparin,2448,371167257,International,225,372,272,31,69,Nima naslova,2450,2287,,,2278,2024-06-21,Ni znano,Ni podatka,Ni znano,2024
623,Bierstub,2448,364542771,Curacao,38,508,288,47,173,Nima naslova,2626,2554,,,309,2024-05-21,Ni znano,North America,6.417414295432085e-06,2024
624,Zsomchess,2448,33246533,Hungary,67,651,386,113,152,Nima naslova,2360,2301,GPK,BME,3621,2017-02-16,Ni znano,Europe,1.0482727505062633e-07,2017
625,667788999king,2448,324820931,Gabon,193,262,130,29,103,Nima naslova,2262,2060,,,176,2023-11-09,Ni znano,Africa,4.0497372530470223e-07,2023
626,redesigning,2448,316165645,Japan,78,147,107,14,26,Nima naslova,2343,Ne igra metka,,,35,2023-09-29,Ni znano,Asia,8.106355382619975e-09,2023
627,CathalKing,2448,27805624,Ireland,73,3280,1550,244,1486,Nima naslova,1981,1758,Cathal,Keenan,2004,2016-04-18,Moški,Europe,Ni znano,2016
628,ChessFighter1975,2448,17729758,Cyprus,39,1810,1129,202,479,NM,2503,2523,Cengiz,Hasman,6875,2014-06-17,Moški,Asia,1.0347682119205298e-06,2014
629,Rocknroll2022,2448,166148951,Croatia,36,272,153,33,86,Nima naslova,2675,2602,,,264,2021-12-24,Ni znano,Europe,2.5908843361869336e-07,2021
630,CasualLich3ssPlayer,2447,93333448,Poland,112,4040,2037,350,1653,Nima naslova,2313,2265,,,982,2020-10-17,Ni znano,Europe,2.6729391639046296e-08,2020
631,lrjchess,2447,52025426,United States,2,182,116,12,54,IM,2773,2705,Ladia,Jirasek,4338,2018-11-18,Ni znano,North America,2.9402166800915e-09,2018
632,TanitoluwaAps116,2447,44208064,Kiribati,82,1191,627,106,458,IM,2882,2992,Tanitoluwa,Adewumi,114860,2018-03-12,Ni znano,Oceania,8.28225940036442e-06,2018
633,Gold-Bird-Apple,2447,376636891,South Korea,175,194,180,10,4,Nima naslova,2387,Ne igra metka,,,78,2024-07-21,Ni znano,Asia,1.9544770247512235e-08,2024
634,The_game_of_art,2447,298370123,United States,2,223,139,18,66,Nima naslova,2584,2562,magnus,carlsen,662,2023-07-06,Ni znano,North America,2.9402166800915e-09,2023
635,ace_mar,2447,16731630,United States,2,571,346,74,151,NM,2703,2631,Ashton,Jin,9597,2014-04-02,Ni znano,North America,2.9402166800915e-09,2014
636,ApeIsNeverFunny,2447,144186033,United States,2,886,463,98,325,Nima naslova,2636,2628,,,366,2021-06-11,Ni znano,North America,2.9402166800915e-09,2021
637,Dondon157,2447,12100450,Philippines,111,3215,1549,194,1472,Nima naslova,2238,2057,Don,Don,6382,2013-05-31,Moški,Asia,8.762429506254623e-09,2013
638,SK_Klappstuhl,2446,81092842,Germany,54,116,73,8,35,Nima naslova,2102,2286,,,10,2020-05-31,Ni znano,Europe,1.1964994255606259e-08,2020
639,Priyansh_2011,2446,52033222,North Korea,325,5797,2624,432,2741,NM,2418,2348,Priyansh,Garg,8244,2018-11-18,Ni znano,Asia,3.853564547206166e-08,2018
640,Perfect-Nummer,2446,466787202,Germany,54,164,96,9,59,Nima naslova,1966,Ne igra metka,,,26,2025-07-14,Ni znano,Europe,1.1964994255606259e-08,2025
641,Zare-jamal,2446,439564195,Iran,71,156,126,5,25,Nima naslova,2540,2396,,,257,2025-03-25,Ni znano,Asia,1.1633182489733717e-08,2025
642,ZaxsMX,2446,401391647,International,225,147,98,8,41,Nima naslova,2561,2504,,,298,2024-11-09,Ni znano,Ni podatka,Ni znano,2024
643,Unizighty,2446,399473771,United States,2,167,119,10,38,Nima naslova,2523,2121,,,90,2024-10-30,Ni znano,North America,2.9402166800915e-09,2024
644,AntSart21,2446,339986611,Venezuela,148,624,292,47,285,Nima naslova,2265,2332,Aniceto,Sarmiento,570,2024-01-19,Moški,South America,3.5066802258302064e-08,2024
645,Peace_Maker3011,2446,308449171,Germany,54,651,313,65,273,Nima naslova,2334,2214,,,119,2023-08-26,Ni znano,Europe,1.1964994255606259e-08,2023
646,Timespacecraft,2446,26797586,Germany,54,195,150,14,31,IM,2605,2700,Thorben,Koop,2208,2016-02-18,Moški,Europe,1.1964994255606259e-08,2016
647,Macavitygeniuscat,2446,165230139,Ireland,73,1972,1101,201,670,Nima naslova,2542,2591,,,773,2021-12-17,Ni znano,Europe,Ni znano,2021
648,Smifn-Wessun,2446,145274889,Ireland,73,162,103,11,48,Nima naslova,2502,2454,,,519,2021-06-20,Ni znano,Europe,Ni znano,2021
649,Luan9588,2446,105831236,Brazil,27,6422,3177,538,2707,Nima naslova,2405,1667,,,710,2020-12-20,Ni znano,South America,4.7040284123316105e-09,2020
650,AMC682,2445,91974170,United States,2,319,203,26,90,Nima naslova,2423,2060,Ariel,Mederos,133,2020-09-25,Moški,North America,2.9402166800915e-09,2020
651,o_p_q,2445,70856804,Philippines,111,166,99,12,55,Nima naslova,2451,2509,,,90,2020-01-16,Ni znano,Asia,8.762429506254623e-09,2020
652,kostolani,2445,6910121,Greece,56,1697,781,260,656,Nima naslova,2529,2440,,,5344,2012-03-08,Ni znano,Europe,9.614718980993623e-08,2012
653,boorgg,2445,463550350,United States,2,73,55,3,15,Nima naslova,2177,1600,,,43,2025-06-30,Ni znano,North America,2.9402166800915e-09,2025
654,OrionSpectorFalcon,2445,450992086,International,225,22,12,1,9,Nima naslova,2679,2256,,,64,2025-05-10,Ni znano,Ni podatka,Ni znano,2025
655,mrvica2200,2445,390271107,Bosnia-Herzegovina,26,1169,603,140,426,Nima naslova,2505,2573,,,323,2024-09-21,Ni znano,Europe,2.922267679719462e-07,2024
656,Semyon_Khanin,2445,29942350,United States,2,194,124,29,41,GM,2908,2737,Semen,Khanin,14452,2016-09-15,Moški,North America,2.9402166800915e-09,2016
657,CrisCaiza25,2444,80487452,Ecuador,44,26,22,1,3,Nima naslova,2428,2420,Cristian,Fabian,77,2020-05-25,Moški,South America,5.9035410974423146e-08,2020
658,AKJett,2444,5091076,Greece,56,992,666,108,218,Nima naslova,2368,2443,Anastasios,Koukas,17324,2011-05-07,Moški,Europe,9.614718980993623e-08,2011
659,GM-isback,2444,451505740,United States,2,154,102,5,47,Nima naslova,Ne igra strele,Ne igra metka,,,38,2025-05-13,Ni znano,North America,2.9402166800915e-09,2025
660,RaiDDDooo,2444,346772089,France,52,558,286,63,209,Nima naslova,2731,2509,,,562,2024-02-21,Ni znano,Europe,1.4562824022834507e-08,2024
661,DrRRRsingh27,2444,209751857,India,69,1092,625,86,381,Nima naslova,2382,1938,,,182,2022-12-01,Ni znano,Asia,7.054713536302145e-10,2022
662,commodor_64,2444,195838117,Italy,76,432,302,33,97,Nima naslova,2354,2268,,,153,2022-09-03,Ni znano,Europe,1.697221260133493e-08,2022
663,DevilDezipher,2443,80554218,Philippines,111,618,359,42,217,Nima naslova,2365,2387,Robin,Ignacio,286,2020-05-26,Moški,Asia,8.762429506254623e-09,2020
664,jakopogi,2443,6037424,Philippines,111,276,153,36,87,IM,2890,2960,Michael,Concio Jr.,5520,2011-10-30,Moški,Asia,8.762429506254623e-09,2011
665,Andrew-Armacost,2443,352787187,United States,2,559,321,64,174,Nima naslova,2600,Ne igra metka,,,203,2024-03-23,Ni znano,North America,2.9402166800915e-09,2024
666,Cacriefils1984,2443,278972887,France,52,296,142,27,127,CM,2806,2642,Julien,Degoirat,936,2023-04-25,Moški,Europe,1.4562824022834507e-08,2023
667,Marangunic,2442,452435056,Croatia,36,344,203,29,112,Nima naslova,2133,Ne igra metka,,,87,2025-05-17,Ni znano,Europe,2.5908843361869336e-07,2025
668,Azcueta09,2442,449827506,Philippines,111,234,156,12,66,Nima naslova,2100,1757,,,56,2025-05-05,Ni znano,Asia,8.762429506254623e-09,2025
669,dimka_h,2442,44561178,Montserrat,98,1104,587,86,431,Nima naslova,2654,2446,,,170,2018-03-23,Ni znano,North America,0.00022799817601459188,2018
670,MomchilPetkov,2442,43570518,Bulgaria,28,65,58,1,6,GM,3007,3001,Momchil,Petkov,5395,2018-02-21,Moški,Europe,1.5534318416245168e-07,2018
671,XLXLZH,2442,30202506,North Macedonia,91,18564,10620,2153,5791,Nima naslova,2252,Ne igra metka,,,5235,2016-10-02,Ni znano,Europe,5.475710569271298e-07,2016
672,AlihanHuseyinoglu,2442,28886214,Türkiye,138,35,28,5,2,IM,2771,2775,Alihan,Hüseyinoğlu,1090,2016-07-02,Moški,Asia,1.1673386490511218e-08,2016
673,NMJV2024,2442,195546893,United States,2,134,86,7,41,Nima naslova,2334,2219,,,530,2022-09-01,Ni znano,North America,2.9402166800915e-09,2022
674,Chiranth_M_D,2442,18043496,India,69,432,251,38,143,Nima naslova,2368,2300,CHIRANTH,M D,1216,2014-07-12,Ni znano,Asia,7.054713536302145e-10,2014
675,HeraclesCarvalho,2442,123065724,Brazil,27,109,56,15,38,Nima naslova,2464,2108,,,808,2021-02-22,Ni znano,South America,4.7040284123316105e-09,2021
676,Bkelly12,2442,121836758,Hong Kong,66,53,38,5,10,Nima naslova,2417,Ne igra metka,,,47,2021-02-17,Ni znano,Asia,1.328462304882099e-07,2021
677,0815original,2442,10992024,Germany,54,462,287,47,128,FM,2438,2209,Dirk,Paulsen,31341,2013-03-01,Moški,Europe,1.1964994255606259e-08,2013
678,alexa01123,2442,100137662,Mexico,95,603,433,24,146,Nima naslova,2431,2406,,,960,2020-11-28,Ni znano,North America,7.667703565107974e-09,2020
679,Joker12373,2441,90490398,Japan,78,293,164,25,104,Nima naslova,2676,2743,,,428,2020-09-03,Ni znano,Asia,8.106355382619975e-09,2020
680,BugSerge,2441,90176364,United States,2,436,231,28,177,Nima naslova,2456,2124,Sergey,Kornilov,3248,2020-08-30,Moški,North America,2.9402166800915e-09,2020
681,MrTophelPie,2441,5092405,Germany,54,149,110,12,27,Nima naslova,2504,2666,Christopher,,1314,2011-05-07,Moški,Europe,1.1964994255606259e-08,2011
682,dannyjedi,2441,48475224,United States,2,2848,1852,153,843,Nima naslova,2372,2120,,,1038,2018-08-04,Ni znano,North America,2.9402166800915e-09,2018
683,Gonozal_IX,2441,45029294,Germany,54,212,145,13,54,Nima naslova,2405,2061,,,100,2018-04-06,Ni znano,Europe,1.1964994255606259e-08,2018
684,hata225,2441,418790607,Morocco,199,144,105,11,28,Nima naslova,2575,Ne igra metka,,,36,2025-01-18,Ni znano,Africa,2.7153009653166463e-08,2025
685,Kotikribolow,2441,38018606,Russia,116,165,106,15,44,Nima naslova,2497,2204,,,88,2017-08-22,Ni znano,Asia,6.847986512205766e-09,2017
686,shuhrat73,2441,34186696,Tajikistan,215,1096,477,121,498,Nima naslova,2284,1771,Шухрат,Мукамалов,1351,2017-03-22,Ni znano,Asia,9.524716639679969e-08,2017
687,Berzilius_st,2441,31526452,Italy,76,5901,2939,354,2608,Nima naslova,2233,Ne igra metka,,,1136,2016-12-10,Ni znano,Europe,1.697221260133493e-08,2016
688,111kst874,2441,28373206,China,33,114,83,11,20,Nima naslova,2703,2720,,,2632,2016-05-26,Ni znano,Asia,7.100860624307666e-10,2016
689,zxl2700,2441,267236129,China,33,136,101,11,24,Nima naslova,2357,Ne igra metka,,,215,2023-03-26,Ni znano,Asia,7.100860624307666e-10,2023
690,Lorenzito,2441,22487510,Argentina,4,164,111,24,29,Nima naslova,2282,2402,Alejandro,Mendez,1866,2015-05-21,Moški,South America,2.1246019106842426e-08,2015
